listing_id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,min_nights,total_reviews,avg_rating,price
1038,Union Station,7/10/2014,F,1,8,Private room,1,1 private bath,,1,31,1,1,114
1039,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,1,329,4.74,115
1043,Georgetown,12/31/2008,F,0.89,3,Entire home/apt,3,1 bath,2,2,5,29,5,193
1045,Shaw,10/6/2013,T,,18,Entire home/apt,10,2.5 baths,3,7,2,96,4.88,1030
1046,Georgetown,10/26/2014,F,0.44,2,Entire home/apt,4,2 baths,2,2,7,6,5,249
1048,Dupont Circle,12/23/2012,T,1,9,Entire home/apt,2,1 bath,2,2,7,8,4.88,140
1049,Capitol Hill,8/27/2013,T,1,1,Entire home/apt,5,1 bath,2,3,2,211,4.92,123
1050,Union Station,11/19/2015,F,0.96,1,Entire home/apt,3,1 bath,1,1,2,34,4.82,135
1051,Union Station,7/22/2013,T,0.95,24,Entire home/apt,5,1 bath,2,3,31,134,4.78,190
1053,Dupont Circle,6/17/2018,F,,1,Entire home/apt,2,1 bath,,1,31,4,2.75,79
1055,Union Station,3/15/2016,T,1,2,Entire home/apt,10,3.5 baths,4,4,3,4,5,220
1056,Union Station,8/24/2016,F,0.75,1,Entire home/apt,3,1 bath,1,1,3,55,4.91,200
1057,Union Station,6/2/2016,T,,3,Entire home/apt,4,1 bath,,2,31,57,4.77,150
1061,Shaw,3/24/2017,F,0.99,1894,Entire home/apt,6,2 baths,2,2,31,2,4.5,178
1062,Shaw,10/16/2016,T,1,3,Entire home/apt,2,1 bath,1,1,1,181,4.86,108
1063,Dupont Circle,10/20/2017,F,,1,Entire home/apt,2,1 bath,1,1,31,38,4.7,112
1064,Dupont Circle,10/16/2016,T,1,3,Entire home/apt,2,1 bath,1,1,1,263,4.91,89
1065,Georgetown,1/10/2018,T,1,6,Entire home/apt,4,1 bath,,2,31,133,4.89,104
1066,Capitol Hill,12/27/2013,F,,1,Entire home/apt,7,2.5 baths,4,4,31,3,5,200
1067,Capitol Hill,3/25/2017,T,1,2,Entire home/apt,2,1 bath,,1,31,44,4.73,87
1068,Union Station,11/30/2016,F,0.93,5,Entire home/apt,4,1 bath,1,1,31,64,4.55,200
1069,Georgetown,3/30/2015,T,1,6,Entire home/apt,4,1 bath,2,2,2,245,4.96,169
1072,Capitol Hill,1/16/2016,T,0.94,1,Entire home/apt,4,1 bath,,2,2,249,4.89,132
1073,Capitol Hill,6/7/2016,T,1,4,Entire home/apt,4,1.5 baths,3,2,2,72,4.82,195
1074,Capitol Hill,8/18/2017,F,0.76,51,Shared room,6,1 shared bath,,1,1,58,4.43,26
1076,Capitol Hill,2/11/2016,T,0.95,3,Entire home/apt,4,1.5 baths,2,2,2,168,4.91,238
1078,Capitol Hill,5/14/2018,F,0.99,4,Entire home/apt,6,1 bath,2,2,2,228,4.68,260
1080,Shaw,12/9/2016,T,0.8,1,Entire home/apt,6,2 baths,3,3,31,86,4.98,330
1081,Dupont Circle,10/4/2014,F,,2,Entire home/apt,3,1 bath,1,1,31,7,5,105
1083,Georgetown,4/19/2016,T,1,22,Entire home/apt,9,2 baths,3,5,2,150,4.77,449
1084,Dupont Circle,3/5/2014,F,,1,Entire home/apt,3,1 bath,,2,31,2,5,100
1085,Union Station,8/6/2018,F,,1,Entire home/apt,3,1 bath,,2,31,40,4.98,99
1086,Union Station,2/28/2014,T,0.99,2,Entire home/apt,4,1 bath,1,2,2,247,4.84,107
1088,Union Station,10/31/2016,F,,2,Entire home/apt,5,1 bath,1,1,31,41,4.83,89
1090,Georgetown,10/8/2014,F,,3,Entire home/apt,3,1 bath,2,3,31,207,4.95,300
1091,Capitol Hill,9/8/2014,T,1,1,Entire home/apt,2,1 bath,,2,2,199,4.88,99
1092,Georgetown,8/13/2018,F,,4,Entire home/apt,5,1.5 baths,3,2,31,43,4.58,260
1094,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,4,2 baths,2,3,31,114,4.49,152
1096,Dupont Circle,1/15/2011,F,1,4,Entire home/apt,6,2.5 baths,3,4,3,125,4.54,303
1097,Shaw,10/6/2013,T,,18,Entire home/apt,6,1 bath,2,5,2,143,4.66,323
1098,Union Station,2/4/2012,T,0.97,5,Entire home/apt,2,1 bath,1,1,2,62,4.87,90
1099,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,1,2,31,4,4.25,104
1105,Union Station,8/25/2018,F,,1,Entire home/apt,4,1.5 baths,2,3,31,87,4.97,175
1108,Shaw,8/7/2018,F,0.5,2,Entire home/apt,3,1 bath,1,2,31,9,4.5,80
1114,Dupont Circle,8/1/2017,F,1,2,Entire home/apt,5,1 bath,2,4,2,191,4.79,219
1115,Union Station,8/29/2016,T,0.96,1,Entire home/apt,4,1 bath,1,2,2,82,4.9,175
1116,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,,1,31,33,4.52,89
1120,Union Station,12/14/2015,F,0.88,1,Entire home/apt,4,1.5 baths,1,1,2,6,4.33,135
1121,Dupont Circle,6/17/2014,F,0.4,8,Entire home/apt,1,1 bath,1,1,60,11,4.64,95
1122,Georgetown,9/16/2018,F,,4,Entire home/apt,6,1 bath,2,3,31,7,4.33,165
1123,Georgetown,9/16/2018,F,,4,Private room,2,1 shared bath,,1,31,16,4.5,85
1124,Georgetown,9/16/2018,F,,4,Private room,2,1 shared bath,,1,31,13,4.23,75
1125,Capitol Hill,8/22/2017,T,1,3,Entire home/apt,8,2 baths,2,2,31,149,4.97,235
1129,Union Station,12/15/2014,F,1,2,Entire home/apt,4,1 bath,1,2,4,42,4.95,155
1130,Dupont Circle,3/8/2014,T,0.95,36,Entire home/apt,7,1 bath,2,4,31,54,4.74,160
1132,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,31,24,4.57,109
1134,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,6,2.5 baths,3,3,31,2,3.5,167
1135,Shaw,10/15/2015,T,0.98,284,Entire home/apt,10,2.5 baths,2,3,31,103,4.87,194
1136,Union Station,8/7/2014,F,0.82,1,Entire home/apt,4,1 bath,1,1,6,116,4.91,89
1137,Capitol Hill,6/27/2012,T,0.99,11,Entire home/apt,4,1 bath,1,4,2,206,4.8,150
1138,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2.5 baths,2,3,2,131,4.94,224
1139,Dupont Circle,10/2/2018,F,,1,Entire home/apt,4,1 bath,1,1,31,7,4.86,140
1140,Union Station,2/3/2012,F,0.96,2,Entire home/apt,2,1 bath,1,1,2,158,4.7,99
1141,Shaw,10/28/2013,T,0.99,16,Entire home/apt,12,4 baths,4,6,2,101,4.94,581
1142,Union Station,6/4/2016,F,1,1,Entire home/apt,2,1 bath,2,2,5,131,4.69,80
1143,Capitol Hill,1/23/2012,T,1,2,Entire home/apt,2,1 bath,,2,2,160,4.97,161
1144,Union Station,3/20/2014,F,0.89,1,Entire home/apt,2,1 bath,,1,4,90,4.99,80
1145,Capitol Hill,10/8/2018,T,1,1,Entire home/apt,4,1 bath,1,2,3,201,4.93,999
1148,Shaw,3/10/2014,T,0.99,4,Entire home/apt,2,1 bath,1,1,3,37,4.92,151
1150,Capitol Hill,8/9/2018,T,1,6,Entire home/apt,7,1.5 baths,3,4,1,60,4.95,286
1152,Dupont Circle,1/27/2016,F,,2,Entire home/apt,3,2 baths,2,2,31,10,4.9,130
1153,Union Station,10/26/2018,T,,4,Entire home/apt,10,2.5 baths,3,5,31,32,4.91,549
1155,Dupont Circle,7/10/2018,F,0,2,Entire home/apt,2,1 bath,,1,60,4,5,75
1157,Capitol Hill,4/27/2016,F,0.81,44,Entire home/apt,3,1 bath,1,1,31,100,4.67,299
1158,Georgetown,9/14/2011,T,0.85,3,Entire home/apt,7,2.5 baths,3,4,4,39,5,657
1159,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,3,1 bath,,2,2,83,4.71,89
1162,Shaw,3/16/2014,T,1,2,Entire home/apt,2,1 bath,1,1,3,110,5,192
1164,Capitol Hill,12/23/2014,T,1,1,Entire home/apt,4,1 bath,1,2,2,187,4.91,120
1165,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,1,1 bath,1,1,2,165,4.91,170
1166,Union Station,9/26/2014,F,,2,Entire home/apt,2,1 bath,1,1,31,2,5,75
1167,Capitol Hill,4/29/2017,T,0.99,2,Entire home/apt,3,1 bath,,2,1,354,4.9,101
1168,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,4,1 bath,1,2,1,42,4.98,10
1169,Dupont Circle,5/18/2009,F,0.99,164,Entire home/apt,5,1 bath,2,4,1,21,4.79,10
1170,Union Station,2/16/2014,T,1,2,Entire home/apt,4,1 bath,1,1,1,288,4.92,175
1174,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,4,1.5 baths,2,2,31,90,4.72,339
1175,Georgetown,9/20/2018,F,0.96,1,Entire home/apt,4,1 bath,2,3,2,359,4.56,221
1176,Dupont Circle,12/28/2014,T,0.71,8,Entire home/apt,5,2 baths,2,3,45,29,4.9,164
1177,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,2,1,443,4.87,125
1180,Capitol Hill,8/18/2017,F,0.76,51,Shared room,4,1 shared bath,,1,1,16,4.63,31
1181,Capitol Hill,8/18/2017,F,0.76,51,Shared room,6,1 shared bath,,1,1,52,4.44,29
1186,Georgetown,12/12/2018,T,1,1,Entire home/apt,3,1 bath,1,3,1,252,4.91,213
1188,Union Station,12/17/2018,T,0.42,1,Entire home/apt,2,1 bath,1,1,2,52,4.96,125
1189,Dupont Circle,6/28/2015,T,1,3,Entire home/apt,2,1 bath,,1,28,12,4.92,150
1190,Capitol Hill,9/2/2012,T,1,29,Entire home/apt,5,1 bath,1,2,31,35,4.66,177
1191,Union Station,8/13/2011,T,1,1,Entire home/apt,3,1 bath,1,2,31,92,4.91,117
1192,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,3,122,4.76,164
1194,Union Station,4/1/2018,F,1,4,Entire home/apt,2,1 bath,1,1,31,11,4.36,105
1195,Dupont Circle,12/26/2015,F,1,2,Entire home/apt,2,1 bath,,1,31,6,4.33,109
1197,Foggy Bottom,9/14/2013,F,,1,Entire home/apt,2,1 bath,1,1,31,1,0,120
1200,Capitol Hill,11/30/2014,T,1,1,Entire home/apt,3,1 bath,1,2,3,143,4.94,195
1201,Union Station,12/24/2012,T,0.6,1,Entire home/apt,6,1 bath,2,2,21,113,5,100
1202,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,1,2,31,4,3.33,300
1203,Union Station,10/7/2018,F,,1,Entire home/apt,6,1.5 baths,2,4,31,135,4.88,165
1204,Capitol Hill,6/11/2018,F,,1,Entire home/apt,2,1 bath,1,1,31,2,5,100
1205,Shaw,8/15/2016,T,0.99,5,Entire home/apt,5,1 bath,2,3,3,93,4.75,199
1207,Capitol Hill,4/26/2015,F,,4,Entire home/apt,3,1 bath,1,1,31,2,5,125
1208,Capitol Hill,9/7/2016,F,0.96,1,Entire home/apt,8,2.5 baths,3,4,2,95,4.58,503
1215,Union Station,8/21/2018,F,,5,Entire home/apt,4,1 bath,2,2,31,7,3.6,149
1218,Capitol Hill,1/29/2019,T,0.98,1,Entire home/apt,6,1 bath,1,2,2,236,4.82,306
1219,Shaw,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,1,3,162,4.59,155
1220,Capitol Hill,7/20/2014,F,1,3,Entire home/apt,10,3 baths,5,6,31,37,4.78,323
1221,Dupont Circle,11/28/2012,F,,3,Entire home/apt,2,1 bath,2,2,31,17,5,145
1224,Capitol Hill,5/22/2016,F,,1,Entire home/apt,4,1 bath,1,2,2,261,4.8,138
1225,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,31,15,4.67,139
1226,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,2 baths,2,2,31,2,3.5,259
1227,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,4,213
1230,Shaw,5/21/2012,F,0.97,5,Entire home/apt,8,2.5 baths,3,3,3,15,4.8,435
1231,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,1,116,4.56,121
1232,Union Station,2/13/2019,F,1,1,Entire home/apt,3,1 bath,1,1,2,123,4.76,140
1233,Union Station,12/22/2016,T,0.86,26,Entire home/apt,3,1 bath,2,2,31,69,4.91,70
1235,Capitol Hill,7/24/2013,T,1,3,Entire home/apt,8,2 baths,3,3,2,63,4.95,383
1237,Dupont Circle,6/1/2016,T,0.46,3,Entire home/apt,5,1 bath,2,2,31,146,4.93,162
1238,Shaw,9/10/2012,T,1,6,Entire home/apt,8,2.5 baths,2,3,3,186,4.99,438
1239,Union Station,5/5/2016,F,,2,Private room,2,1 private bath,,1,31,2,5,29
1240,Capitol Hill,3/2/2019,F,,1,Entire home/apt,2,1 bath,3,1,31,22,4.82,72
1241,Shaw,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,3,203
1249,Capitol Hill,2/11/2016,T,0.95,3,Entire home/apt,2,1.5 baths,1,1,2,101,4.96,216
1251,Capitol Hill,8/4/2015,T,0.96,1,Entire home/apt,3,1 bath,,2,1,75,4.9,119
1252,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,2,1 bath,1,1,2,152,4.93,170
1253,Union Station,7/20/2016,F,1,7,Entire home/apt,6,2 baths,2,3,31,113,4.92,99
1254,Shaw,4/22/2014,F,,4,Entire home/apt,4,1 bath,1,2,31,31,4.97,185
1255,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,154,4.88,216
1256,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,186,4.79,214
1257,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,2,3,133,4.9,421
1258,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,11,4.82,85
1259,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,10,4.9,95
1260,Union Station,4/27/2016,F,0.81,44,Entire home/apt,3,2 baths,2,2,31,7,5,135
1261,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,31,154,4.79,265
1270,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1.5 baths,2,2,31,95,4.73,350
1271,Capitol Hill,3/14/2013,T,0.98,4,Entire home/apt,6,2.5 baths,3,3,2,69,4.99,720
1272,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,30,7,4.57,208
1274,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,1,3,1,324,4.82,123
1275,Shaw,7/12/2018,F,,4,Entire home/apt,3,1 bath,1,1,30,270,4.95,342
1276,Dupont Circle,11/10/2018,T,1,3,Entire home/apt,5,2 baths,2,2,2,104,4.78,325
1277,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,6,1 bath,1,2,31,86,4.84,129
1279,Union Station,9/20/2015,F,,1,Entire home/apt,2,1 bath,1,1,31,31,4.81,185
1280,Capitol Hill,4/12/2019,T,0.97,3,Entire home/apt,4,1 bath,1,3,31,129,4.95,150
1281,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,,1,1,75,4.73,181
1283,Union Station,7/4/2011,F,1,2,Entire home/apt,3,1 bath,3,2,6,20,4.8,170
1284,Capitol Hill,4/28/2019,T,0.9,1,Entire home/apt,4,1 bath,1,2,2,144,4.89,159
1286,Shaw,4/28/2019,T,1,1,Entire home/apt,2,1 bath,1,1,2,314,4.97,166
1287,Union Station,6/17/2013,T,,6,Entire home/apt,4,1 bath,1,2,2,197,4.78,104
1289,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,31,82,4.77,80
1290,Georgetown,1/10/2018,T,1,6,Entire home/apt,4,1 bath,,2,31,178,4.97,125
1292,Shaw,4/25/2013,T,1,1,Entire home/apt,6,1 bath,2,2,2,181,4.96,320
1295,Union Station,11/2/2015,F,0.97,1986,Entire home/apt,2,1.5 baths,1,1,31,1,1,88
1296,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,2.5 baths,2,3,2,80,4.84,344
1297,Union Station,8/30/2015,T,1,2,Entire home/apt,4,1 bath,1,2,3,42,4.86,79
1298,Shaw,1/16/2015,F,,1,Entire home/apt,4,1 bath,1,2,28,58,4.98,250
1299,Union Station,7/27/2013,T,0.95,2,Entire home/apt,6,2 baths,3,3,2,115,4.95,499
1300,Union Station,10/15/2015,T,0.98,284,Entire home/apt,8,1.5 baths,2,6,31,89,4.82,245
1302,Union Station,6/28/2018,F,1,5,Entire home/apt,6,1 bath,2,2,31,29,4.79,200
1303,Union Station,10/2/2013,T,0.97,2,Entire home/apt,6,3.5 baths,3,2,2,12,5,280
1305,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,3,1 bath,1,1,31,14,4.71,139
1306,Union Station,6/28/2018,F,1,5,Entire home/apt,10,2 baths,3,3,31,44,4.8,242
1307,Foggy Bottom,9/19/2018,F,,9,Entire home/apt,5,1 bath,1,1,31,8,4,139
1310,Capitol Hill,1/31/2014,T,1,2,Entire home/apt,4,1 bath,,2,2,161,4.95,131
1311,Dupont Circle,4/25/2016,T,0.98,1,Entire home/apt,2,1 bath,1,1,3,170,4.91,199
1312,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,11,4.45,92
1313,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,3,4,127
1314,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,4,4.25,122
1315,Dupont Circle,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,4,3.5,127
1317,Dupont Circle,12/20/2018,F,,1,Entire home/apt,4,1 bath,,1,31,12,4.7,99
1319,Capitol Hill,6/3/2019,T,0.93,2,Entire home/apt,4,1 bath,1,2,2,110,4.91,175
1320,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,1,341,4.81,167
1323,Foggy Bottom,6/5/2019,F,0.94,7,Private room,3,1 private bath,,1,1,196,4.35,234
1324,Dupont Circle,10/1/2016,F,0.96,3,Entire home/apt,1,1 bath,1,1,3,55,4.42,135
1327,Dupont Circle,12/6/2015,F,,1,Entire home/apt,4,1 bath,1,3,31,20,5,125
1328,Capitol Hill,1/2/2017,T,1,1,Entire home/apt,4,1 bath,1,2,2,232,4.96,174
1334,Dupont Circle,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,4,156
1335,Dupont Circle,6/14/2019,F,,10,Private room,2,1 private bath,1,1,31,6,4.67,999
1336,Union Station,9/23/2016,T,,27,Entire home/apt,3,1 bath,,1,1,28,4.68,92
1341,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,3,111,4.91,162
1342,Shaw,10/8/2011,T,1,1,Entire home/apt,4,2 baths,2,2,2,90,4.94,205
1345,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,1,124,4.85,166
1346,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,1,1,1,110,4.65,150
1349,Dupont Circle,6/19/2019,F,1,11,Entire home/apt,2,1 bath,,1,1,244,4.65,117
1350,Capitol Hill,7/1/2019,T,0.96,1,Entire home/apt,4,1 bath,1,2,2,164,4.77,113
1351,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,208
1352,Capitol Hill,3/21/2016,T,1,2,Entire home/apt,5,1 bath,1,3,1,181,4.89,100
1353,Capitol Hill,7/7/2019,T,0.94,2,Entire home/apt,2,1 bath,1,1,3,42,4.95,101
1354,Shaw,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,31,87,4.77,153
1355,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,16,4.63,88
1356,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,31,124,4.78,388
1357,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,2,172,4.91,116
1358,Capitol Hill,3/15/2015,T,0.93,1,Entire home/apt,2,1 bath,1,1,2,59,4.93,142
1359,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,2,3,153
1361,Capitol Hill,2/24/2016,T,0.99,1,Entire home/apt,4,1 bath,1,1,2,123,4.97,126
1363,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,2,3,2,121,4.9,256
1365,Capitol Hill,5/18/2015,F,,1,Entire home/apt,4,1 bath,,1,31,50,4.84,75
1368,Foggy Bottom,7/27/2019,F,0.97,10,Entire home/apt,4,1 bath,2,2,90,2,5,150
1370,Capitol Hill,7/5/2019,T,0.98,1,Entire home/apt,2,1 bath,1,2,2,102,4.97,181
1371,Union Station,9/11/2015,T,,1,Entire home/apt,4,1 bath,1,4,2,192,4.92,108
1372,Capitol Hill,7/29/2019,F,,1,Entire home/apt,6,1 bath,2,2,31,32,4.9,100
1375,Georgetown,1/3/2016,T,1,1,Entire home/apt,6,2 baths,2,4,2,161,5,430
1376,Georgetown,10/14/2018,T,1,1,Entire home/apt,8,3.5 baths,3,5,2,215,4.98,624
1377,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,2,4,213
1378,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,2,5,292
1379,Union Station,1/9/2015,F,1,2,Entire home/apt,3,1 bath,1,1,31,1,4,80
1380,Capitol Hill,12/30/2016,T,1,1,Entire home/apt,3,1 bath,1,1,2,148,4.97,130
1382,Georgetown,4/3/2016,F,,2,Entire home/apt,4,1.5 baths,1,2,31,4,5,175
1389,Union Station,12/23/2012,T,1,1,Entire home/apt,2,1 bath,1,2,2,97,4.9,79
1390,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,300
1392,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,2,2,165,4.96,163
1393,Capitol Hill,1/30/2015,T,1,1,Entire home/apt,5,1 bath,1,2,2,116,4.89,144
1395,Dupont Circle,3/5/2015,T,0.73,6,Entire home/apt,2,1 bath,,1,31,72,4.78,80
1396,Union Station,8/17/2019,F,1,1,Entire home/apt,4,1 bath,1,2,1,52,4.52,146
1397,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,3,81,4.84,88
1399,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,7,4.86,90
1400,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,4,1 bath,2,2,32,1,3,327
1402,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,2,171,4.63,324
1403,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,2,153,4.7,266
1404,Dupont Circle,8/27/2019,T,1,2,Entire home/apt,4,1 bath,2,3,2,206,4.8,268
1406,Foggy Bottom,8/28/2019,F,1,15,Entire home/apt,4,1 bath,1,1,2,130,4.68,113
1407,Capitol Hill,3/20/2014,T,0.93,1,Entire home/apt,3,1 bath,1,1,2,130,4.98,200
1408,Capitol Hill,3/3/2017,T,0.98,1,Entire home/apt,2,1 bath,,1,2,113,4.96,185
1410,Georgetown,8/26/2019,T,0.98,21,Entire home/apt,4,2 baths,2,2,2,170,4.68,327
1411,Union Station,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,2,1,35,4.74,76
1412,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,2,1 bath,,1,1,363,4.99,127
1415,Union Station,10/19/2014,T,0.97,7,Entire home/apt,4,1 bath,1,2,1,457,4.86,183
1417,Union Station,4/16/2013,T,1,3,Entire home/apt,4,1 bath,1,1,31,197,4.92,79
1418,Union Station,8/7/2013,T,,1,Entire home/apt,3,1 bath,1,1,2,205,4.88,111
1419,Shaw,1/17/2015,T,,1,Entire home/apt,2,1 bath,1,2,31,26,4.96,178
1420,Shaw,10/6/2013,T,,18,Entire home/apt,6,1 bath,2,4,2,55,4.8,343
1422,Shaw,7/1/2012,T,1,6,Entire home/apt,4,1 bath,1,2,31,94,4.97,144
1423,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,8,4 baths,4,4,2,13,4.54,724
1425,Union Station,9/30/2019,F,,1,Entire home/apt,2,1 bath,1,1,31,29,4.59,115
1429,Union Station,10/7/2019,F,,1,Entire home/apt,2,1 bath,,1,31,2,5,140
1430,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,6,2 baths,3,3,31,1,0,260
1433,Union Station,8/27/2014,T,1,4,Entire home/apt,2,1 bath,,1,2,159,4.91,125
1435,Union Station,5/29/2012,T,1,4,Entire home/apt,6,1 bath,,3,1,292,4.92,109
1436,Shaw,10/17/2019,T,1,1,Entire home/apt,5,1 bath,2,2,2,224,4.95,198
1437,Georgetown,10/15/2017,T,,4,Entire home/apt,7,1.5 baths,2,3,31,159,4.81,250
1438,Foggy Bottom,10/17/2019,F,,1,Entire home/apt,2,1 bath,,1,31,1,0,65
1441,Capitol Hill,2/11/2016,F,,2,Entire home/apt,4,2 baths,2,2,31,3,5,100
1442,Dupont Circle,10/24/2019,F,0.99,10,Entire home/apt,2,1 bath,,1,1,127,4.33,242
1444,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,2,92,4.67,118
1445,Foggy Bottom,5/31/2016,F,1,3,Entire home/apt,4,1 bath,2,3,4,87,4.75,204
1446,Capitol Hill,1/9/2014,T,0.99,2,Entire home/apt,5,1 bath,1,1,1,381,4.94,182
1447,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,1,1,78,4.68,121
1449,Capitol Hill,11/2/2019,T,1,1,Entire home/apt,6,2 baths,2,3,2,59,4.92,426
1450,Union Station,5/16/2017,F,1,3,Entire home/apt,2,1 bath,,1,3,220,4.87,66
1452,Union Station,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,1,90,4.49,114
1453,Union Station,11/16/2019,T,1,1,Entire home/apt,4,1 bath,,2,3,84,4.95,92
1454,Shaw,3/6/2017,T,1,1,Entire home/apt,6,2.5 baths,3,4,3,129,4.98,707
1455,Dupont Circle,11/17/2019,F,,1,Entire home/apt,2,1 bath,1,1,31,1,4,75
1459,Dupont Circle,6/9/2017,F,,1,Entire home/apt,4,1 bath,1,3,31,1,5,70
1460,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,31,50,4.68,170
1462,Union Station,4/17/2016,T,0.99,4,Entire home/apt,2,1 bath,,1,2,166,4.9,130
1463,Union Station,1/14/2014,F,0.99,12,Entire home/apt,5,1.5 baths,2,2,31,79,4.84,268
1464,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,7,4.71,94
1465,Union Station,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,31,1,5,349
1467,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2 baths,2,2,31,1,1,197
1468,Union Station,5/22/2016,T,1,2,Entire home/apt,8,1.5 baths,3,5,5,37,4.97,340
1471,Union Station,5/2/2016,T,1,1,Entire home/apt,4,1 bath,1,2,2,130,4.98,231
1472,Capitol Hill,9/23/2013,T,0.88,2,Entire home/apt,1,1 bath,,2,7,25,4.88,71
1473,Dupont Circle,9/10/2013,T,1,2,Entire home/apt,4,2 baths,2,2,2,113,4.82,198
